S.No,Cell_Line,Drug_Name,Pubchem_CID,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm,Labels
226,NCI-H522,CZC24832,42623951,0,0,0,0,0,5,0,-2,364.397,5.084,598.718,171.291,228.415,154.069,44.943,1058.732,3,9,0.0244135,0.0260364,0.8390735,34.477,11.128,21.366,15.933,0.846,-3.63,-3.968,-4.871,67.584,-1.791,47.397,-4.706,8.836,1.468,2,-0.353,3,64.647,44.943,0,120.524,8,0,15,0,15,0,25,0,0.002,Inactive
227,NCI-H522,SL0101,10459196,0,0,0,0,0,8,3,-2,516.457,6.223,710.252,252.857,253.778,203.617,0,1406.274,3,11.9,0.0275407,0.0290199,0.8546717,46.933,15.094,27.414,18.89,1.544,-3.839,-5.877,-4.855,38.844,-2.235,14.777,-4.711,9.062,0.764,4,-0.118,2,38.515,0,0,197.677,12,2,22,0,22,5,37,0,0.001,Inactive
228,NCI-H522,KU-60019,15953870,0,1,0,0,0,3,0,1,547.668,7.597,883.141,497.812,108.182,257.043,20.104,1652.169,1,10.9,0.0349305,0.0123423,0.7653115,60.494,16.729,28.119,15.875,4.115,-6.457,-6.217,-7.281,232.761,-0.401,145.903,-4.382,8.514,0.759,6,0.722,1,80.445,0,0,95.384,8,1,32,0,32,9,39,1,0,Inactive
229,NCI-H522,Uprosertib,51042438,1,1,0,0,0,6,0,0,429.253,8.219,666.584,161.62,114.451,182.926,207.586,1185.26,3,5,0.0569968,0.012992,0.8125545,39.174,12.286,21.489,11.414,3.956,-5.033,-5.657,-6.164,202.983,-0.046,1339.16,-4.471,9.24,0.845,4,0.476,3,91.41,87.81,0,87.082,6,0,16,0,16,0,28,0,0,Inactive
230,NCI-H522,Dabrafenib,44462760,1,0,0,0,0,5,0,-2,519.559,6.349,793.195,193.71,151.078,333.876,114.531,1441.215,3,8.5,0.0279722,0.0185609,0.7779251,51.501,15.439,27.218,16.63,4.264,-7.133,-7.62,-6.718,365.788,-1.121,707.381,-2.648,8.76,1.426,3,0.566,1,84.831,90.313,0,104.246,7,1,23,0,23,0,35,1,0,Inactive
231,NCI-H522,Ribociclib,44631912,1,1,0,0,0,3,0,1,434.543,6.469,731.347,436.97,109.479,184.897,0,1362.32,2,9,0.0307155,0.0174034,0.8126331,48.205,13.409,24.105,14.614,2.904,-4.592,-4.361,-6.172,226.263,-0.324,109.81,-4.66,7.788,0.54,3,0.423,3,86.092,0,0,87.584,9,0,26,0,26,9,32,0,0,Inactive
232,NCI-H522,L-Oxonoreleagnine,87371,0,0,0,0,0,0,0,0,186.213,2.832,391.538,103.056,109.011,179.471,0,629.881,2,2.5,0.012733,0.0090299,0.9076052,20.768,6.642,10.939,8.015,1.443,-2.427,-2.571,-3.883,916.54,-0.319,450.236,-2.896,8.411,0.475,1,-0.2,3,88.414,0,0,57.143,3,0,13,0,13,2,14,0,0.884,Inactive
233,NCI-H522,GNE-317,70676303,0,0,0,0,0,3,0,-1,414.481,2.52,630.489,392.704,123.446,102.17,12.169,1174.886,2,9.45,0.0054065,0.0211967,0.8540529,39.914,11.28,21.189,14.351,2.01,-4.097,-4.676,-4.381,668.747,-0.716,373.372,-3.147,8.631,1.266,5,-0.077,3,89.282,0,0,101.724,9,0,25,4,21,7,29,0,0.024,Inactive
234,NCI-H522,Elephantin,442205,0,0,0,0,0,3,2,-1,374.39,8.216,559.48,373.071,125.3,61.109,0,1069.472,0,10,0.0631172,0,0.9039829,35.304,9.661,17.762,11.522,0.607,-1.095,-2.466,-3.377,642.219,-0.64,306.534,-3.325,10.377,0.948,5,-1.08,3,80.75,0,0,117.689,7,0,16,3,10,8,27,0,14.22,Inactive
235,NCI-H522,KU-55933,5278396,0,0,0,0,0,0,0,1,395.49,3.574,633.536,175.143,64.068,350.179,44.145,1140.338,0,4.7,0.0112014,0,0.8331998,42.827,12.039,17.093,8.707,4.581,-5.954,-6.591,-5.901,2445.34,0.057,2269.484,-1.467,8.862,0.968,3,0.671,3,100,0,0,48.45,4,0,26,0,26,4,27,1,0.015,Inactive
236,NCI-H522,Alpelisib,56649450,0,0,0,0,2,3,0,-1,441.47,9.65,699.613,341.867,136.902,99.387,121.456,1267.14,3,7,0.073493,0.0173301,0.8094506,43.58,11.951,23.999,18.295,2.403,-4.314,-4.675,-2.34,158.929,-0.712,1078.674,-3.404,9.018,1.271,6,-0.15,3,80.413,93.217,62.369,107.455,7,0,16,0,16,4,30,0,0.008,Inactive
237,NCI-H522,Nutlin-3a (-),11433190,1,0,1,0,2,3,0,0,581.497,10.469,849.352,325.51,106.81,274.005,143.027,1647.651,1,7.5,0.0665175,0.0088303,0.7943049,60.475,17.43,27.499,17.475,5.36,-6.818,-8.186,-3.418,287.066,-0.395,2880.692,-4.297,9.185,0.395,5,0.822,1,76.404,0,65.959,92.125,8,2,29,0,29,5,40,1,0,Inactive
238,NCI-H522,KIN001-244,56965967,2,0,0,0,0,8,0,-2,516.503,7.45,851.289,70.267,180.206,512.146,88.67,1520.385,2,7.25,0.0365077,0.0120441,0.7511448,54.446,17.453,26.324,14.814,5.309,-8.038,-8.372,-8.001,193.646,-1.83,256.701,-2.268,8.731,0.895,4,0.905,1,73.045,88.67,0,127.796,8,2,27,0,27,0,38,1,0,Inactive
239,NCI-H522,VX-11e,11634725,1,0,0,0,0,7,0,-1,500.359,6.972,742.083,120.729,151.9,312.148,157.306,1400.599,4,6.7,0.0347069,0.0180573,0.8158093,48.384,16.001,26.982,15.63,4.685,-6.516,-7.803,-6.001,359.283,-0.994,1190.01,-2.547,8.506,0.614,5,0.638,1,87.159,37.287,0,102.429,7,1,23,0,23,0,34,1,0,Inactive
240,NCI-H522,ML323,60167849,1,0,0,0,0,5,0,0,384.483,4.51,746.969,257.844,74.42,414.705,0,1314.197,1,4.5,0.015477,0.0060243,0.7767879,47.19,14.232,19.607,9.638,5.615,-7.403,-6.611,-7.122,1950.645,-0.56,1018.587,-0.95,8.908,1.245,5,1.094,1,100,0,0,64.589,6,1,23,0,23,0,29,1,0.002,Inactive
241,NCI-H522,BPTES,3372016,3,0,0,0,0,12,0,-2,524.673,4.996,937.869,222.74,195.32,422.516,97.293,1629.234,2,9.5,0.0153199,0.0143251,0.7139676,55.378,19.641,27.218,15.852,4.848,-8.115,-7.344,-8.175,139.215,-2.475,200.33,-2.479,9.075,1.083,6,0.549,1,80.738,0,0,132.171,8,1,22,0,22,0,35,1,0,Inactive
242,NCI-H522,NVP-BHG712,16747388,1,0,0,0,0,5,0,0,503.485,10.477,768.702,165.965,96.384,388.956,117.397,1426.595,2,7.5,0.0769383,0.0137981,0.7972738,51.442,14.635,25.797,14.125,5.198,-7.131,-8.01,-6.667,1207.515,-0.461,2666.658,-1.446,8.763,1.336,6,0.77,1,86.626,117.397,0,91.174,8,2,27,0,27,0,37,1,0.001,Inactive
243,NCI-H522,Crizotinib,11626560,0,1,0,0,0,4,0,0,450.342,1.9,699.139,274.795,115.174,189.548,119.621,1277.213,3,5.25,0.0028258,0.0130064,0.8142864,44.202,13.219,22.323,12.199,4.102,-5.463,-6.085,-6.167,199.803,-0.144,434.058,-4.653,7.902,0.568,5,0.761,3,92.142,40.564,0,72.941,6,0,23,0,23,5,30,0,0,Inactive
244,NCI-H522,SCH772984,24866313,0,1,0,0,1,5,0,1,587.683,11.379,733.616,261.373,132.534,339.709,0,1592.149,2,13,0.0813265,0.0250605,0.8988461,57.598,16.451,31.029,21.61,2.191,-1.96,-5.95,-4.141,77.708,-0.433,63.728,-4.348,8.034,0.648,7,-0.054,2,47.694,0,30.844,125.155,11,2,38,0,38,8,44,1,0.289,Inactive
245,NCI-H522,TAK-715,9952773,1,0,0,0,0,3,0,0,399.509,5.821,719.983,208.159,64.631,411.397,35.795,1295.718,1,5,0.0261534,0.0069446,0.7983314,47.703,14.139,20.488,10.43,5.493,-7.203,-6.718,-6.757,2415.48,-0.206,2015.66,-0.973,9.087,1.271,5,1.031,1,100,0,0,57.368,4,1,23,0,23,0,29,1,0.003,Inactive
246,NCI-H522,VE-822,59472121,0,1,0,0,0,6,0,-2,463.553,6.275,814.597,282.238,200.171,332.187,0,1445.974,3,9.5,0.0272325,0.0201995,0.759153,51.034,16.355,27.127,17.728,2.575,-5.298,-5.094,-7.74,31.23,-1.715,12.913,-5.525,8.839,1.235,3,0.341,2,68.773,0,0,120.06,8,0,23,0,23,0,33,0,0,Inactive
247,NCI-H522,KIN001-042,6539732,0,0,0,0,0,3,0,0,395.217,5.333,568.889,26.479,87.284,334.14,120.987,950.336,0,4,0.0299242,0,0.8217172,33.143,10.759,13.863,7.275,3.796,-4.942,-6.63,-6.01,1472.958,-0.182,3458.671,-1.663,9.359,1.214,4,0.179,3,100,0,0,49.51,4,0,17,0,17,0,20,0,0.098,Inactive
248,NCI-H522,Pemetrexed,135410875,0,0,0,0,0,7,1,-2,443.52,9.078,742.241,231.566,203.034,305.276,2.366,1330.549,4,8.7,0.0619318,0.0234425,0.7882076,45.515,15.175,26.751,17.848,2.54,-5.335,-5.455,-6.415,117.634,-2.031,50.427,-3.514,8.306,0.391,4,0.134,3,78.878,0,0,129.746,9,0,23,0,23,8,31,0,0.001,Inactive
249,NCI-H522,Zoledronate,68740,1,0,0,4,0,9,0,-2,272.091,8.631,419.155,24.027,282.58,108.57,3.978,709.651,1,8.75,0.1049801,0.0208753,0.9179537,17.504,8.076,13.481,11.488,0.539,0.184,-1.676,3.853,0.337,-2.205,0.054,-5.481,9.686,1.073,1,-1.968,1,21.635,0,0,155.341,9,0,5,0,5,0,16,1,1.374,Inactive
250,NCI-H522,Alectinib,49806720,1,1,0,0,0,2,0,1,482.624,9.286,807.308,515.724,125.545,166.039,0,1516.025,1,8.2,0.0568782,0.0101572,0.790551,54.819,14.649,24.93,12.746,4.141,-7.291,-6.772,-6.439,159.315,-0.498,75.156,-5.119,8.865,0.876,2,0.996,1,90.611,0,0,82.91,6,0,29,0,29,10,36,1,0,Inactive
251,NCI-H522,PLX-4720,24180719,0,0,0,0,0,6,0,-2,413.826,8.904,666.222,166.861,164.02,194.92,140.421,1149.592,1,6.5,0.0689721,0.0097565,0.7966026,37.862,11.723,18.952,10.357,3.391,-5.648,-5.925,-5.753,275.74,-1.177,722.473,-3.28,9.02,1.298,1,0.2,3,90.482,68.591,0,102.072,6,0,15,0,15,0,27,0,0,Inactive
252,NCI-H522,Ruxolitinib,25126798,0,0,0,0,0,4,0,-2,306.369,8.583,580.118,223.635,151.022,205.461,0,1013.688,1,5,0.0726764,0.0086189,0.8412367,33.808,10.352,16.23,9.047,2.751,-5.401,-5.269,-5.081,366.236,-1.1,167.043,-3.195,8.712,0.732,2,0.242,3,88.941,0,0,78.675,6,0,19,0,19,5,23,0,0.001,Inactive
253,NCI-H522,Nilotinib,644241,1,0,0,0,0,5,0,-1,529.523,11.083,794.326,176.839,118.23,418.508,80.749,1495.949,2,8,0.0821172,0.0142432,0.7963627,54.5,15.867,27.205,15.016,5.171,-7.239,-8.458,-6.823,749.426,-0.783,1002.975,-1.744,8.835,1.272,8,0.857,1,82.756,80.749,0,93.266,8,2,29,0,29,0,39,2,0.001,Inactive
254,NCI-H522,QL-XI-92,73265214,2,0,0,0,0,6,1,-2,458.396,19.746,778.931,146.8,201.358,313.957,116.817,1350.865,3,9,0.2886424,0.0200126,0.7587064,47.053,14.563,29.575,17.075,3.133,-6.594,-5.868,-6.934,122.017,-1.844,222.23,-3.548,8.993,1.212,5,0.191,1,82.632,116.817,0,134.499,8,0,17,0,17,0,33,1,0,Inactive
255,NCI-H522,Refametinib,44182295,1,0,0,0,0,11,1,-1,572.337,3.934,644.748,226.724,113.464,121.008,183.552,1247.551,4,9.15,0.0124073,0.0283832,0.8692548,37.866,12.218,23.964,15.374,3.094,-3.884,-7.469,-4.225,831.609,-0.65,4104.785,-2.128,8.757,1.245,5,-0.183,3,84.366,107.404,0,102.156,7,1,15,3,12,3,31,0,0.556,Inactive
256,NCI-H522,Tamoxifen,2733526,1,1,0,0,0,9,0,1,371.521,1.101,732.412,310.179,6.901,415.332,0,1319.684,0,2.75,0.0009177,0,0.794431,44.847,13.518,15.805,5.077,6.477,-5.972,-5.718,-7.565,2125,0.347,1236.135,-1.382,8.644,0.145,3,1.331,1,100,0,0,13.663,2,1,18,0,18,0,28,1,0.016,Inactive
257,NCI-H522,A-366,76285486,0,1,0,0,0,7,0,1,329.441,5.213,661.3,524.193,80.056,57.05,0,1144.512,2,5.5,0.0237427,0.011762,0.8001664,35.699,10.271,17.131,9.046,2.991,-3.882,-2.898,-5.764,430.156,-0.293,219.899,-4.184,8.061,-0.076,3,0.313,3,91.596,0,0,58.227,5,0,17,4,13,8,24,0,0.003,Inactive
258,NCI-H522,Olaparib,23725625,0,0,0,0,1,4,1,-2,434.469,9.931,731.248,310.989,165.617,218.719,35.922,1327.824,1,8,0.0742777,0.0109402,0.7989647,46.506,13.306,22.517,14.348,2.869,-5.287,-5.059,-4.454,171.36,-1.319,186.213,-3.417,9.39,0.948,1,0.131,3,83.724,35.922,24.051,112.54,7,0,25,3,22,7,32,0,0.001,Inactive
259,NCI-H522,LIMK1 inhibitor BMS4,46192505,0,0,0,0,1,5,0,-2,461.54,5.411,813.291,365.316,135.803,273.77,38.402,1444.219,2,8.75,0.0202735,0.0152152,0.759757,51.048,15.512,24.99,16.727,3.433,-6.311,-5.8,-5.351,326.448,-1.212,388.317,-2.578,8.914,1.396,7,0.226,1,92.037,0,24.405,113.386,9,0,23,0,23,0,33,2,0.001,Inactive
260,NCI-H522,BAM7,3101542,1,0,0,0,0,4,2,-1,405.473,4.638,761.063,222.861,81.063,409.519,47.621,1299.791,1,8.25,0.0165518,0.0108401,0.7568212,47.206,14.536,21.845,13.613,4.038,-6.558,-5.469,-7.42,1687.265,-0.504,1587.718,-1.187,8.448,1.244,4,0.3,1,100,0,0,82.48,7,0,22,0,22,0,29,1,0.007,Inactive
261,NCI-H522,Doramapimod,156422,3,1,0,0,1,7,0,1,527.665,7.999,943.688,531.634,45.865,366.189,0,1725.338,2,7.45,0.0370804,0.0111646,0.7372013,61.896,18.119,27.722,14.996,5.777,-7.491,-6.571,-6.882,629.142,-0.023,492.813,-2.465,8.123,0.728,4,1.129,1,84.948,0,19.989,77.213,8,2,27,0,27,4,39,1,0,Inactive
262,NCI-H522,OSI-930,9868037,2,1,0,0,0,6,0,1,443.443,6.109,714.313,29.564,54.238,467.458,163.052,1253.753,1,3.5,0.02977,0.0048998,0.787199,44.633,13.342,19.161,8.632,5.955,-6.523,-7.065,-7.931,755.891,0.417,3162.701,-2.359,8.458,1.071,5,1.094,1,100,121.856,0,63.782,5,1,21,0,21,0,31,1,0.001,Inactive
263,NCI-H522,GSK429286A,11373846,1,0,0,0,0,2,0,-1,432.377,7.593,664.422,106.434,167.941,245.686,144.361,1189.625,2,5,0.0484683,0.0106424,0.8171986,42.517,11.705,21.296,11.595,4.17,-6.754,-7.054,-5.662,253.114,-0.879,692.178,-3.557,9.196,0.819,3,0.741,1,94.374,144.361,0,103.966,6,0,21,0,21,2,31,1,0,Inactive
264,NCI-H522,BAY AKT1,70817911,0,1,0,0,0,2,0,-1,383.452,3.953,682.287,147.515,176.116,358.656,0,1213.839,4,6,0.0128733,0.0175879,0.8065633,44.565,14.19,24.443,16.326,2.547,-4.612,-4.328,-7.099,52.807,-0.963,22.783,-5.372,8.906,1.61,1,0.475,3,72.691,0,0,103.543,6,0,25,4,21,4,29,0,0,Inactive
265,NCI-H522,AZD5363,25227436,0,1,0,0,1,7,0,-2,428.92,8.306,718.562,198.736,176.135,272.175,71.516,1297.851,5,7.7,0.0531568,0.0239614,0.8007879,43.891,15.118,27.18,19.267,1.796,-3.525,-3.811,-5.405,37.5,-1.116,56.129,-5.197,8.229,0.263,3,-0.178,3,65.632,0,18.653,116.616,8,0,21,0,21,5,30,0,0.001,Inactive
266,NCI-H522,AZD1208,58423153,0,1,0,0,0,5,0,-1,379.476,3.819,606.513,124.339,179.516,270.421,32.238,1121.222,3,5,0.0130065,0.0142788,0.8605692,38.089,12.751,20.294,12.466,2.579,-3.422,-4.761,-5.804,49.029,-0.876,31.576,-5.458,8.798,1.254,1,0.388,3,72.301,0,0,102.729,5,0,23,0,23,5,27,0,0.001,Inactive
267,NCI-H522,T0901317,447912,1,0,0,0,0,6,0,1,481.332,5.424,611.433,14.778,93.1,218.545,285.009,1129.142,1,4.5,0.0260597,0.0073598,0.8576595,37.269,9.318,17.708,7.984,5.196,-6.047,-7.95,-4.877,1297.263,0.058,10000,-1.889,10.034,1.306,1,0.572,3,100,284.65,0,56.294,4,1,12,0,12,0,31,1,0.006,Inactive
268,NCI-H522,VNLG/124,24894414,4,0,0,0,0,14,2,-2,476.655,5.769,970.135,701.822,79.244,189.068,0,1745.538,0,4.5,0.019064,0,0.7226907,56.519,17.032,20.648,5.223,8.164,-9.966,-7.568,-6.921,1755.606,-1.292,908.964,-0.97,8.788,0.848,6,1.887,1,100,0,0,69.732,4,1,12,0,12,4,35,1,0,Inactive
269,NCI-H522,ICL-SIRT078,45168044,1,1,0,0,0,6,0,1,482.599,5.385,811.514,265.95,96.712,403.055,45.797,1469.879,1,7.75,0.0197251,0.0095501,0.7704131,52.667,16.142,23.639,12.862,4.684,-6.094,-6.346,-7.895,299.009,-0.374,264.474,-3.369,8.689,1.037,10,0.787,1,100,0,0,72.817,6,0,29,0,29,4,35,2,0,Inactive
270,NCI-H522,FR-180204,11493598,2,0,0,0,0,1,0,-2,327.348,12.917,581.152,0,183.281,397.871,0,1000.917,3,4.5,0.1667064,0.0134117,0.8326723,37.06,12.245,21.836,13.677,2.526,-4.847,-5.342,-6.137,181.069,-1.259,78.013,-3.4,8.011,1.036,0,0.305,3,82.148,0,0,98.225,7,0,24,0,24,0,25,0,0.002,Inactive
271,NCI-H522,"Brivanib, BMS-540215",11234052,0,0,0,0,0,6,0,-1,370.382,7.088,673.762,302.83,103.543,234.923,32.467,1170.357,2,5.45,0.0429249,0.0114394,0.7971447,39.075,11.736,19.143,10.628,3.866,-5.636,-5.588,-5.935,1032.77,-0.805,771.509,-2.024,8.558,0.933,5,0.429,3,100,32.467,0,77.654,7,0,18,0,18,0,27,0,0.008,Inactive
272,NCI-H522,PRIMA-1MET,52918385,1,1,0,0,0,4,0,1,199.249,2.776,406.804,327.94,78.864,0,0,691.286,0,5.4,0.0111466,0,0.9294338,18.943,5.536,8.417,5.671,0.102,0.772,0.158,-3.4,441.501,0.112,226.174,-4.652,9.443,-0.609,3,-0.99,2,74.885,0,0,58.844,4,0,8,0,8,6,14,0,26.295,Inactive
273,NCI-H522,OF-1,35397514,0,0,0,0,0,4,0,0,440.311,9.197,663.823,315.953,113.442,156.546,77.883,1158.213,1,7.25,0.0730338,0.0109216,0.803473,39.124,11.66,19.328,10.904,3.2,-5.379,-6.158,-5.459,832.003,-0.658,1083.067,-2.675,8.098,1.192,2,0.16,3,100,0,0,86.36,7,0,15,0,15,0,26,0,0.004,Inactive
274,NCI-H522,JNK Inhibitor VIII,11624601,0,0,0,0,0,9,0,-2,356.38,9.607,687.586,355.825,154.812,176.949,0,1174.694,2.5,7.5,0.078563,0.0172466,0.7830477,36.768,12.081,20.497,12.694,2.457,-5.575,-5.183,-5.886,337.146,-1.662,152.749,-2.885,8.719,0.495,5,-0.074,3,86.577,0,0,117.778,8,0,12,0,12,0,26,0,0.001,Inactive
275,NCI-H522,LFM-A13,54676905,0,0,0,0,0,4,1,0,360.004,4.856,489.128,83.291,129.997,138.307,137.534,808.284,1,3.75,0.0291719,0.0076667,0.8579296,24.946,8.724,12.334,7.045,2.569,-4.836,-6.388,-4.49,579.611,-0.518,1555.025,-3.044,9.061,0.813,2,-0.061,3,91.444,0,0,77.748,4,0,6,0,6,0,17,0,0.005,Inactive
276,NCI-H522,Mirin,137319711,0,0,1,0,0,4,0,-2,220.245,1.279,424.974,13.514,201.487,177.406,32.566,683.456,3,4.25,0.0023942,0.0173216,0.8829638,20.324,8.091,13.473,11.028,0.616,-2.161,-2.64,-4.272,121.674,-1.321,76.551,-6.287,8.924,1.102,2,-0.508,3,67.876,0,0,89.654,4,0,11,0,11,0,15,0,0.001,Inactive
277,NCI-H522,WIKI4,2984337,2,0,0,0,0,6,0,-2,521.592,10.743,834.341,168.255,152.494,492.31,21.282,1538.851,0,7.25,0.0749958,0,0.7725966,56.28,17.388,24.273,11.938,5.406,-7.348,-8.585,-7.559,354.652,-1.449,211.02,-2.02,9.262,1.625,3,0.891,1,78.319,0,0,107.387,8,2,30,0,30,0,38,1,0,Inactive
278,NCI-H522,GSK2578215A,68107965,2,0,0,0,0,6,0,0,399.423,5.996,731.036,29.67,83.061,569.815,48.489,1271.243,1,5.75,0.028282,0.0078656,0.7763286,46.31,14.658,20.637,11.741,5.115,-6.679,-6.474,-7.869,1615.218,-0.598,1531.245,-0.467,9.094,1.016,6,0.672,1,100,48.489,0,66.161,5,1,24,0,24,0,30,1,0.029,Inactive
279,NCI-H522,Leflunomide,3899,0,0,0,0,0,2,0,0,270.211,2.774,488.133,85.534,100.615,184.465,117.519,803.177,1,4,0.0095807,0.0081945,0.8560536,26.467,7.048,12.624,7.838,2.604,-3.975,-3.772,-4.741,1100.957,-0.184,2416.963,-2.532,9.378,0.917,1,-0.035,3,96.636,117.519,0,61.893,4,0,11,0,11,0,19,0,0.084,Inactive
280,NCI-H522,MK-8776,16224745,0,1,0,0,0,1,0,0,376.258,4.433,583.357,262.61,134.279,130.762,55.707,1017.345,3,5.5,0.0193124,0.0163301,0.8385759,35.167,10.584,19.317,12.536,1.988,-3.68,-4.342,-5.494,131.655,-0.235,123.483,-5.5,7.975,0.85,2,0.212,3,76.518,0,0,83.543,7,0,20,0,20,5,23,0,0,Inactive
281,NCI-H522,GSK690693,16725726,0,1,0,0,0,8,0,-2,425.489,2.154,733.829,416.512,233.222,84.094,0,1338.854,4,8.5,0.003464,0.0231662,0.8005571,43.093,13.846,24.8,16.11,1.676,-3.86,-4.149,-5.886,15.176,-1.946,5.919,-6.816,8.786,1.189,3,0.157,2,57.897,0,0,135.831,10,0,20,0,20,5,31,1,0,Inactive
282,NCI-H522,Masitinib,10074640,1,2,0,0,0,6,0,1,498.645,3.279,891.581,338.336,84.824,416.438,51.982,1602.223,2,10,0.0067088,0.0158619,0.7427102,58.091,17.901,27.909,16.748,4.027,-5.47,-4.691,-9.134,96.674,0.101,93.349,-5.165,8.296,1.025,8,0.658,3,86.056,0,0,77.13,7,0,29,0,29,4,36,1,0,Inactive
283,NCI-H522,SB52334,9967941,0,0,0,0,0,1,0,0,343.43,6.75,654.68,279.291,52.416,322.973,0,1160.498,1,4.5,0.0392602,0.0068736,0.8157665,42.731,11.869,18.375,9.525,4.695,-6.39,-5.653,-6.053,3153.847,-0.022,1712.134,-1.252,8.671,0.892,3,0.854,1,100,0,0,54.987,5,0,21,0,21,0,26,1,0.008,Inactive
284,NCI-H522,PHA-793887,46191454,0,1,0,0,1,4,0,1,361.486,4.644,703.127,581.293,110.081,11.753,0,1261.475,2,8.5,0.0170986,0.0170962,0.8030029,41.874,11.283,21.042,13.845,1.643,-3.595,-1.908,-4.127,166.465,-0.417,108.261,-5.185,8.934,-0.252,4,-0.113,3,76.325,0,16.028,94.918,7,0,14,0,14,7,26,0,0.001,Inactive
285,NCI-H522,STF-62247,704473,0,0,0,0,0,2,0,1,267.348,4.304,532.086,81.798,45.984,351.489,52.814,888.955,1,3.5,0.0208405,0.0065779,0.8403045,31.494,9.775,13.914,8.193,3.677,-4.628,-4.261,-5.792,3629.392,0.138,3879.542,-0.937,8.293,0.995,5,0.278,3,100,0,0,31.924,3,0,17,0,17,0,19,0,0.728,Inactive
286,NCI-H522,ABT737,11228183,12,2,0,0,0,15,0,-2,813.428,13.398,1239.405,339.932,208.819,585.939,104.716,2397.45,2,12.5,0.0748732,0.014263,0.6989588,85.756,28.3,40.72,20.077,7.468,-9.357,-10.473,-10.65,6.449,-2.136,9.728,-5.989,8.567,1.455,6,1.846,1,46.284,0,0,140.391,11,3,36,0,36,4,56,2,0,Inactive
287,NCI-H522,CP724714,46843648,2,1,0,0,0,5,0,1,521.661,8.436,923.882,688.998,110.383,124.501,0,1686.841,2,11.25,0.0421897,0.0172207,0.7417625,59.332,16.458,28.956,16.448,3.84,-6.719,-4.823,-7.03,221.841,-0.677,107.492,-4.698,8.2,0.762,4,0.671,1,78.462,0,0,111.422,10,1,28,0,23,12,38,1,0,Inactive
288,NCI-H522,Ibrutinib,24821094,1,0,0,0,0,4,1,-2,440.504,6.694,767.89,208.258,123.831,435.802,0,1380.37,2,7,0.0324573,0.0128918,0.7807816,50.682,15.568,24.218,14.316,4.517,-6.938,-6.615,-7.158,663.155,-1.032,317.349,-1.882,8.606,0.594,1,0.772,1,100,0,0,96.117,8,0,27,0,27,5,33,1,0.001,Inactive
289,NCI-H522,Picolinici-acid,1018,3,0,0,1,0,1,0,-1,123.111,2.888,304.901,0,128.168,176.733,0,452.637,1,3,0.0184204,0.0098393,0.9350617,13.006,4.881,7.22,6.726,1.261,-1.041,-1.047,-1.618,152.785,-0.474,82.58,-3.163,10.428,0.793,1,-0.832,2,73.419,0,0,62.804,3,0,6,0,6,0,9,0,12.129,Inactive
290,NCI-H522,NVP-ADW742,9825149,1,1,0,0,0,6,0,1,453.586,4.815,842.109,345.759,83.638,412.713,0,1504.461,2,5.25,0.0154098,0.0088167,0.7540216,54.143,16.47,23.847,11.899,5.722,-7.308,-6.252,-8.207,397.801,-0.38,202.076,-3.094,8.027,0.24,4,1.339,1,94.021,0,0,59.863,6,1,30,4,26,8,34,1,0,Inactive
291,NCI-H522,Acetalax,8269,1,0,0,0,0,2,2,-2,401.418,3.362,706.885,199.583,154.452,352.851,0,1243.423,1,7.5,0.0090909,0.0106099,0.7910952,45.693,13.63,21.059,13.282,3.27,-6.019,-5.565,-6.595,339.807,-1.202,154.052,-2.931,8.981,0.287,0,0.412,3,91.394,0,0,114.553,6,0,21,0,21,1,30,1,0,Inactive
292,NCI-H522,CX-5461,25257557,2,1,0,0,0,3,0,1,513.616,11.113,881.599,377.725,125.129,344.321,34.425,1579.967,0,9,0.0781648,0,0.7441476,58.438,16.874,25.661,13.249,4.361,-6.653,-5.812,-8.04,160.769,-0.641,117.168,-4.387,8.604,1.069,6,0.67,1,79.01,0,0,101.766,9,1,30,0,23,5,37,1,0,Inactive
293,NCI-H522,AZD6738,54761306,0,0,0,0,0,3,1,-1,412.509,5.285,649.546,355.393,137.966,156.188,0,1223.469,2,10.7,0.0228267,0.0232964,0.8516942,42.375,12.114,23.074,18.59,1.728,-2.661,-4.164,-4.677,19.39,-0.885,227.328,-3.224,8.61,1.138,3,-0.179,2,60.107,0,0,96.421,8,0,24,3,21,7,29,1,0.538,Inactive
294,NCI-H522,PFI-3,78243717,0,0,0,0,0,4,1,0,321.378,4.766,619.973,176.192,98.698,345.083,0,1069.416,0,5.25,0.0212443,0,0.8157498,37.371,11.242,15.343,8.519,3.436,-4.566,-4.278,-6.159,1148.01,-0.666,574.307,-1.739,8.477,0.262,2,0.148,3,100,0,0,63.811,5,0,19,0,19,5,24,0,0.159,Inactive
